name_common,player_ID,G_tot,WAA_tot,WAA_off_tot,WAA_def_tot,WAR_tot,G_best,WAA_best,WAA_off_best,WAA_def_best,WAR_best,WAA_p162,WAA_off_p162,WAA_def_p162,WAR_p162,WAA_med,WAA_off_med,WAA_def_med,WAR_med,WAA_t7,WAA_off_t7,WAA_def_t7,WAR_t7
Chris Taylor,tayloch03,415,4.67,3.3800000000000003,2.3,9.479999999999999,155,2.98,2.37,1.14,4.77,1.822987951807229,1.3194216867469881,0.8978313253012048,3.700626506024096,2.585,1.96,0.895,4.449999999999999,0.9339999999999999,0.676,0.45999999999999996,1.896
Chris Truby,trubych01,263,-4.29,-3.81,-0.059999999999999984,-1.44,124,0.3,0,0.33,0.47,-2.642509505703422,-2.346844106463878,-0.03695817490494295,-0.8869961977186311,-2.96,-2.63,-0.11,-1.5799999999999998,-1.0725,-0.9525,-0.014999999999999996,-0.36
Chris Widger,widgech01,613,-6.68,-3.77,0.11999999999999991,-0.4199999999999999,125,-0.06,0.24,0.74,1.08,-1.7653507340946166,-0.9963132137030996,0.03171288743882543,-0.11099510603588904,-0.48,-0.275,0.445,0.845,-0.4185714285714286,-0.2985714285714286,0.21571428571428572,0.26857142857142857
Chris Young,youngch04,1465,-0.68,-2.27,1.7399999999999998,16.05,160,3.43,1.54,2.28,5.44,-0.07519453924914676,-0.2510170648464164,0.19240955631399315,1.7748122866894198,-0.45,-0.305,0.135,1.21,0.8542857142857143,0.26571428571428574,0.6071428571428571,2.347142857142857
Christian Yelich,yelicch01,790,15.77,13.49,0.33999999999999997,26.21,156,5.66,5.36,0.54,7.62,3.2338481012658225,2.766303797468354,0.06972151898734176,5.374708860759493,2.1,2.52,0.15,4,2.6283333333333334,2.2483333333333335,0.056666666666666664,4.368333333333333
Chuck Carr,carrch02,507,-1.5,-4.24,3.46,4.3,142,0.44,-0.04,1.38,2.01,-0.47928994082840237,-1.354792899408284,1.1055621301775147,1.37396449704142,0.2,-0.97,1.38,2.01,-0.17,-0.5885714285714285,0.52,0.6528571428571428
Chuck Cottier,cottich01,580,-5.9,-6.62,2.34,-0.25,136,0.63,-0.06,1.52,1.8,-1.6479310344827587,-1.8490344827586207,0.6535862068965517,-0.06982758620689655,-0.65,-1.41,1.18,0.9,-0.3414285714285714,-0.5985714285714285,0.41857142857142854,0.2742857142857143
Chuck Diering,dierich01,752,-5.61,-4.3100000000000005,-1.73,1.08,137,0.09,-0.14,1.05,1.65,-1.2085372340425533,-0.9284840425531916,-0.37268617021276595,0.2326595744680851,-0.29,-0.76,0.14,1.06,-0.47285714285714286,-0.5514285714285715,0.04857142857142858,0.4157142857142857
Chuck Dressen,dressch01,646,0.6599999999999998,-1.21,3.81,8.54,144,2.38,1.52,1.52,4.37,0.16551083591331264,-0.30343653250773994,0.9554489164086688,2.141609907120743,1.56,0.44,1.36,3.26,0.36142857142857143,0.07285714285714286,0.5171428571428571,1.2885714285714285
Chuck Hiller,hillech01,704,-6.26,-5.35,0.68,2.73,161,0.51,0.39,0.72,2.79,-1.4405113636363636,-1.2311079545454546,0.15647727272727274,0.6282102272727274,0.21,0.39,0.28,2.79,-0.6714285714285715,-0.52,0.05142857142857143,0.4857142857142857
Chuck Hinton,hintoch01,1353,-0.7199999999999999,1.18,-6.96,13.59,151,1.3,1.48,0.29,3.22,-0.08620842572062083,0.1412860310421286,-0.8333481152993348,1.6271840354767184,0.55,0.74,-1.1099999999999999,2.24,0.5042857142857142,0.4971428571428571,-0.5042857142857143,1.9442857142857144
Chuck Klein,kleinch01,1753,20.490000000000002,24.96,-11.84,43.57,156,5.34,5.64,-0.01,7.51,1.8935424985738736,2.306628636622932,-1.0941699942954934,4.026434683399886,3.06,3.79,-1.2,5.06,3.2985714285714285,3.637142857142857,-0.9428571428571428,5.244285714285715
Chuck Knoblauch,knoblch01,1632,20.25,17.84,5.98,44.76,156,6.37,5.21,2.11,8.65,2.010110294117647,1.7708823529411764,0.5936029411764706,4.443088235294117,1.31,2.2,1.25,3.64,3.33,2.7485714285714287,1.0471428571428572,5.514285714285714
Chuck Schilling,schilch01,541,-5.36,-7.26,3.59,1.1,158,0.73,-0.66,1.94,2.77,-1.6050277264325323,-2.173974121996303,1.0750092421441773,0.32939001848428834,-0.45499999999999996,-1.375,1.45,1.495,-1.072,-1.452,0.718,0.22
Chuck Stevens,stevech01,211,-3.89,-3.29,-1.6300000000000001,-1.41,122,-0.34,-0.24,-0.11,-0.3,-2.9866350710900473,-2.5259715639810425,-1.2514691943127962,-1.0825592417061611,-2.22,-2.09,-0.72,-0.76,-1.2966666666666669,-1.0966666666666667,-0.5433333333333333,-0.47
Chuck Ward,wardch01,236,-4.5,-2.4,-0.57,-1.6600000000000001,125,0.01,0.01,0.09,0.04,-3.0889830508474576,-1.647457627118644,-0.39127118644067793,-1.1394915254237288,-1.61,-0.34,-0.28,-0.07,-0.75,-0.4,-0.095,-0.27666666666666667
Chuck Workman,workmch01,526,-3.92,-4.12,-1.3699999999999999,2.3899999999999997,153,0.76,1.42,0.43,2.57,-1.2073003802281368,-1.2688973384030418,-0.4219391634980988,0.7360836501901139,-1.46,-1.98,-0.69,0.66,-0.6533333333333333,-0.6866666666666666,-0.22833333333333333,0.3983333333333333
Cito Gaston,gastoci01,1026,-11.82,-5.279999999999999,-8.78,-0.86,146,3.03,3.23,-0.31,5.13,-1.8663157894736844,-0.8336842105263157,-1.3863157894736842,-0.13578947368421054,-2.015,-0.9450000000000001,-0.8899999999999999,-0.34,-0.40142857142857147,0.14285714285714285,-0.7042857142857143,0.5442857142857143
Clarence Huber,hubercl01,254,-4.41,-2.9699999999999998,-0.64,-1.46,124,0,0,0,0,-2.8126771653543305,-1.8942519685039367,-0.40818897637795276,-0.9311811023622046,-2.19,-1.38,-0.41,-0.76,-1.1025,-0.7424999999999999,-0.16,-0.365
Claude Berry,berrycl01,245,-1.8,-1.9600000000000002,1.74,-0.41000000000000003,124,0.02,0.02,0.96,0.26,-1.1902040816326531,-1.296,1.150530612244898,-0.27110204081632655,-0.39,-0.52,0.96,0.26,-0.36,-0.392,0.348,-0.082
Claude Cooper,coopecl01,373,-1.2300000000000002,-1.4,-1.51,0.9500000000000003,153,2.25,1.51,-0.09,3.22,-0.5342091152815014,-0.6080428954423592,-0.6558176943699732,0.4126005361930296,2.25,1.51,-0.09,3.22,-0.24600000000000002,-0.27999999999999997,-0.302,0.19000000000000006
Claude Ritchey,ritchcl01,1672,10.870000000000001,4.88,8.13,34.56,156,2.5,1.51,1.97,4.53,1.0531937799043063,0.47282296650717703,0.7877153110047848,3.348516746411484,1.1,0.5549999999999999,0.79,3.205,1.7328571428571429,0.9085714285714286,0.9114285714285715,3.692857142857143
Claude Rossman,rossmcl01,511,-1.9899999999999998,0.3800000000000001,-4.44,5.779999999999999,153,1.31,1.76,-0.36,3.51,-0.6308806262230919,0.12046966731898243,-1.4075929549902155,1.8324070450097847,-0.16499999999999992,0.745,-1.53,2.13,-0.3979999999999999,0.07600000000000003,-0.888,1.156
Claudell Washington,washicl01,1912,-5.5,1.37,-13.05,19.580000000000002,150,2.74,2.22,0.31,4.91,-0.46600418410041844,0.11607740585774061,-1.1057008368200838,1.6589748953974899,-0.12,0.14,-0.88,1.59,0.8842857142857143,0.7057142857142857,-0.16714285714285715,2.55
Clay Dalrymple,dalrycl01,1079,3.3899999999999997,-3.9599999999999995,13.02,16.77,142,2.15,1.57,2.15,3.86,0.5089712696941612,-0.5945505097312326,1.9548100092678407,2.517831325301205,0.605,-0.004999999999999949,1.45,2.49,0.6557142857142857,-0.1514285714285714,1.41,2.1142857142857143
Cleon Jones,jonescl01,1213,1.8900000000000006,2.3700000000000006,-6.15,18.05,147,5.08,3.56,0.69,7.02,0.25241549876339664,0.3165210222588624,-0.8213520197856554,2.4106347897774114,0.39,0.42,-0.91,2.3,1.322857142857143,1.1642857142857144,-0.4471428571428572,2.967142857142857
Clete Boyer,boyercl02,1725,6.95,-9.61,21.62,27.56,158,2.64,1.32,3.37,4.59,0.652695652173913,-0.9025043478260868,2.0303999999999998,2.5882434782608694,0.955,-0.57,1.98,2.8049999999999997,1.457142857142857,-0.11714285714285715,2.0228571428571427,3.367142857142857
Cliff Carroll,carrocl01,991,-6.55,-7.58,-3.92,8.59,136,0.47,0.51,0.12,2.46,-1.070736629667003,-1.2391120080726539,-0.6408072653884964,1.404217961654894,-0.8,-0.59,-0.3,1.2,-0.2414285714285714,-0.39428571428571424,-0.3914285714285714,1.4157142857142857
Cliff Floyd,floydcl01,1621,7.33,8.52,-7.8100000000000005,25.95,153,4.71,3.57,0.61,6.61,0.732547809993831,0.8514743985194324,-0.7805181986428131,2.5933991363355955,2.7,1.96,-0.8099999999999999,4.6499999999999995,1.97,1.76,-0.3028571428571429,3.5885714285714285
Cliff Heathcote,heathcl01,1415,-5.19,-9.83,0.05000000000000006,10.67,139,1.11,-0.05,0.68,2.97,-0.5941908127208481,-1.1254134275618375,0.0057243816254417025,1.221583038869258,0.47500000000000003,-0.38999999999999996,0.25,2.3200000000000003,0.2042857142857143,-0.2885714285714286,0.12714285714285714,1.47
Cliff Johnson,johnscl01,1369,1.3300000000000003,5.989999999999999,-11.58,16.19,142,1.98,2.26,0,3.0999999999999996,0.1573849525200877,0.70882395909422935,-1.3703140978816655,1.9158363769174582,0.93,0.99,-1.17,2.34,0.67,1.01125,-0.9237500000000001,1.90625
Cliff Lee,leecl01,521,-3.02,-0.95,-3.47,2.56,122,0.53,0.9,0.07,1.93,-0.9390403071017275,-0.29539347408829175,-1.0789635316698656,0.7960076775431861,0.53,0.9,-0.8,1.93,-0.3242857142857143,-0.049999999999999996,-0.4928571428571429,0.4157142857142857
Cliff Pennington,pennicl01,971,-0.7100000000000001,-2.63,6.22,10.29,156,2.36,0.98,2.28,4.47,-0.1184552008238929,-0.4387847579814624,1.0377342945417094,1.716766220391349,0.32,-0.12,1.85,2.01,0.31857142857142856,-0.16,0.9842857142857143,1.5814285714285714
Clint Barmes,barmecl01,1186,2.96,-9.11,16.83,15.6,154,1.85,0.46,3.19,3.38,0.4043170320404722,-1.2443676222596964,2.2988701517706573,2.1308600337268127,-0.2,-1.56,2.21,1.22,0.5700000000000001,-0.99,2.0785714285714287,2.0085714285714285
Clint Courtney,courtcl01,946,-2.5900000000000003,-1.3499999999999999,2.19,7.17,134,0.61,0.54,0.65,2.01,-0.4435306553911205,-0.23118393234672302,0.3750317124735729,1.22784355179704,-0.365,-0.175,0.39,1.1400000000000001,0.09428571428571428,0.1442857142857143,0.3442857142857143,1.197142857142857
Clint Hurdle,hurdlcl01,515,-2.57,-1.61,-2.54,2.75,133,0.7,0.63,0.21,1.49,-0.8084271844660194,-0.5064466019417476,-0.7989902912621359,0.8650485436893204,-0.15,0.0049999999999999975,-0.6499999999999999,1.375,-0.11285714285714286,-0.09142857142857143,-0.24714285714285714,0.5657142857142857
Clint Robinson,robincl01,243,-2.22,-1.2,-1.7899999999999998,-0.37,126,0.1,0.1,0,0.22,-1.4800000000000002,-0.7999999999999999,-1.1933333333333331,-0.24666666666666667,-0.88,0.01,-1.38,0.22,-0.555,-0.3,-0.44749999999999995,-0.0925
Clyde Barnhart,barnhcl01,814,-0.7899999999999996,-1.2799999999999998,-1.33,8.82,142,2.2,1.92,0.26,3.4,-0.15722358722358715,-0.2547420147420147,-0.2646928746928747,1.7553316953316953,-0.415,-0.3,-0.16,1.355,0.31142857142857144,0.23714285714285716,-0.10857142857142858,1.4857142857142858
Clyde Beck,beckcl01,468,-4.52,-6.44,3.84,1,131,-0.17,-0.64,1.26,1.42,-1.5646153846153845,-2.2292307692307696,1.3292307692307692,0.34615384615384615,-0.31,-0.93,1.26,1.42,-0.7533333333333333,-1.0733333333333333,0.64,0.16666666666666666
Clyde Engle,englecl01,836,-2.29,-2.23,-1.7100000000000002,8.8,146,1.42,0.67,0.48,3.59,-0.443755980861244,-0.4321291866028708,-0.3313636363636364,1.705263157894737,-0.3,-0.125,-0.135,1.79,-0.042857142857142885,-0.09714285714285716,-0.1685714285714286,1.427142857142857
Clyde McCullough,mcculcl01,1098,-3.76,-4.03,3.61,9.1,125,1.07,0.97,0.58,2.3,-0.5547540983606557,-0.5945901639344263,0.5326229508196721,1.342622950819672,-1.31,-1.19,0.26,0.34,0.18,0.10142857142857142,0.3842857142857143,1.4142857142857144
Clyde Milan,milancl01,1982,8.09,7.61,-5.68,40.04,155,2.81,2.14,0.45,5.37,0.6612411705348133,0.622008072653885,-0.46425832492431884,3.272694248234107,0.57,0.53,-0.28,3.08,1.592857142857143,1.3614285714285714,-0.19714285714285715,4.008571428571429
Clyde Vollmer,vollmcl01,685,-5.5,-4.6899999999999995,-2.75,1.5999999999999999,129,0.63,0.39,0.05,1.54,-1.3007299270072994,-1.1091678832116787,-0.6503649635036497,0.3783941605839416,-0.56,-0.74,0.04,0.86,-0.3442857142857143,-0.3171428571428571,-0.2714285714285714,0.49714285714285716
Coaker Triplett,triplco01,470,-2.6,-2.09,-2.18,2.08,120,0.39999999999999997,0.43,-0.05,1.75,-0.8961702127659574,-0.7203829787234042,-0.751404255319149,0.716936170212766,-1.6,-1.17,-0.84,-0.35,-0.43333333333333335,-0.34833333333333333,-0.36333333333333334,0.3466666666666667
Coco Crisp,crispco01,1586,5.44,3.93,3.2800000000000002,28.47,145,2.24,1.5,1.88,4.37,0.5556620428751576,0.4014249684741488,0.335031525851198,2.908032786885246,1.1949999999999998,0.8500000000000001,0.39499999999999996,3.17,1.5057142857142858,0.91,0.75,3.3857142857142857
Coco Laboy,laboyco01,420,-5.61,-3.5799999999999996,-1.27,-0.9299999999999999,157,0.37,0.22,0.7,2.53,-2.163857142857143,-1.3808571428571428,-0.4898571428571429,-0.3587142857142857,-1.88,-1.42,-0.18000000000000005,-0.010000000000000009,-1.1219999999999999,-0.716,-0.254,-0.186
Cody Asche,ascheco01,390,-6.6499999999999995,-3.63,-3.2199999999999998,-2.33,129,-0.75,0.07,-0.14,0.61,-2.762307692307692,-1.5078461538461538,-1.3375384615384613,-0.9678461538461539,-1.64,-0.81,-0.8099999999999999,-0.22500000000000003,-1.3299999999999998,-0.726,-0.644,-0.466
Cody Bellinger,bellico01,294,4.57,3.13,0.16999999999999998,8.32,162,2.43,1.73,0.21,4.17,2.5181632653061223,1.7246938775510203,0.09367346938775509,4.584489795918367,2.285,1.565,0.08499999999999999,4.16,2.285,1.565,0.08499999999999999,4.16
Cody Ross,rossco01,1073,1.6600000000000001,-1.4699999999999998,0.7299999999999998,13.59,153,2.21,1.83,1.7,3.36,0.25062441752096926,-0.22193849021435225,0.11021435228331777,2.0517986952469713,0.28,-0.01,0.35,2.22,0.7514285714285714,0.17571428571428574,0.33285714285714285,2.1957142857142857
Colby Rasmus,rasmuco01,1092,5.96,1.97,4.81,19.79,151,3.36,2.67,1.79,4.92,0.8841758241758242,0.29225274725274725,0.7135714285714285,2.935879120879121,0.3,-0.44,-0.12,1.88,1.1114285714285714,0.43142857142857144,0.74,2.6342857142857143
Connie Mack,mackco01,724,-4.05,-3.95,3.45,5.569999999999999,123,1.26,0.62,1.22,2.54,-0.9062154696132596,-0.8838397790055248,0.7719613259668509,1.2463259668508284,1.26,0.62,1.22,2.54,0.20142857142857143,0.13,0.3957142857142857,1.0685714285714285
Connie Ryan,ryanco01,1184,-0.1700000000000001,-0.19999999999999984,5.29,16.94,154,1.88,1.14,1.29,3.49,-0.02326013513513515,-0.027364864864864846,0.7238006756756757,2.3178040540540543,-0.395,0.11,0.5549999999999999,1.795,0.35428571428571426,0.32285714285714284,0.6371428571428571,2.3185714285714285
Conor Gillaspie,gillaco01,513,-4.24,-1.38,-2.11,1.02,134,0.41,1.2,0.52,1.73,-1.3389473684210527,-0.4357894736842105,-0.6663157894736842,0.3221052631578948,-0.54,0.305,-0.56,1.115,-0.31714285714285717,-0.06142857142857143,-0.17142857142857143,0.30714285714285716
Conor Jackson,jacksco01,658,-5.52,-3.19,-5.39,2.21,144,0.95,0.73,-0.15,2.78,-1.3590273556231,-0.7853799392097264,-1.3270212765957445,0.5441033434650455,-0.57,-0.05,-1.14,0.85,-0.7885714285714286,-0.45571428571428574,-0.77,0.31571428571428567
Cookie Lavagetto,lavagco01,1043,-2.76,1.78,-2.93,11.21,153,1.09,1.38,0.04,3.38,-0.42868648130393094,0.27647171620325983,-0.4550910834132311,1.741150527325024,0.66,1.11,-0.26,2.6,0.10285714285714287,0.5471428571428572,-0.29714285714285715,1.73
Cookie Rojas,rojasco01,1822,-15.290000000000001,-10.31,-0.3199999999999999,9.26,156,1.96,1.62,1.03,3.58,-1.359484083424808,-0.916695938529089,-0.028452250274423704,0.8233369923161361,-1.45,-1.08,0.08,0.6,-0.09142857142857141,0.22428571428571428,5.936006894358137e-18,1.8885714285714286
Corey Dickerson,dickeco01,698,3.81,3.2800000000000002,-2.5,12.59,150,2.04,2.24,1.12,3.76,0.8842693409742122,0.7612607449856735,-0.5802292263610316,2.922034383954155,1.2,0.54,-0.735,3.055,0.635,0.5466666666666667,-0.41666666666666663,2.098333333333333
Corey Hart,hartco01,1048,1.8900000000000001,2.9000000000000004,-5.54,14.430000000000001,157,3.04,2.37,0.26,4.73,0.29215648854961834,0.44828244274809165,-0.8563740458015267,2.230591603053435,1.48,1.77,-0.86,3.18,0.7771428571428571,0.8385714285714286,-0.5728571428571428,2.2800000000000002
Corey Koskie,koskico01,989,10.84,7.23,5.39,24.650000000000002,153,3.96,2.42,1.92,6.29,1.7756117290192113,1.1842871587462083,0.882891809908999,4.037714863498484,2.105,1.6400000000000001,0.9400000000000001,4.12,1.57,1.0071428571428571,0.7985714285714286,3.4042857142857144
Corey Patterson,patteco01,1230,-4.84,-7.63,4.26,9.74,157,2.4,1.11,1.82,4.19,-0.6374634146341464,-1.0049268292682927,0.5610731707317073,1.282829268292683,-1.32,-1.08,0.63,0.27,0.2714285714285714,-0.008571428571428555,0.4585714285714286,1.7428571428571429
Corey Seager,seageco01,355,8.97,8.03,2.75,13.67,157,3.82,3.87,1.7,5.89,4.093352112676056,3.664394366197183,1.2549295774647888,6.238140845070423,3.74,3.26,1.245,5.73,2.2425,2.0075,0.6875,3.4175
Cory Snyder,snydeco02,1068,-11.91,-7.13,-8.03,0.6900000000000004,157,0.91,1.09,0.24,2.68,-1.8065730337078652,-1.0815168539325843,-1.2180337078651684,0.10466292134831466,-2.01,-1.19,-0.9550000000000001,-0.21,-1.2085714285714286,-0.6242857142857143,-0.9628571428571429,0.43000000000000005
Cory Spangenberg,spangco01,387,-0.7300000000000001,0.36,-0.63,3.29,129,0.96,0.65,0.5,2.05,-0.30558139534883727,0.15069767441860465,-0.26372093023255816,1.3772093023255814,-1.62,-0.1,-1.46,-0.1,-0.14600000000000002,0.072,-0.126,0.6579999999999999
Cory Sullivan,sullico01,476,-2.99,-3.38,0.41,0.85,139,0.35,-0.07,0.48,0.83,-1.0176050420168068,-1.1503361344537815,0.1395378151260504,0.28928571428571426,-0.785,-1.085,0.4,0.525,-0.49833333333333335,-0.5633333333333334,0.06833333333333333,0.14166666666666666
Cotton Tierney,tiernco01,630,-2.23,-0.7500000000000001,0.39,5.58,150,1.14,1.79,0.86,2.65,-0.5734285714285714,-0.1928571428571429,0.10028571428571428,1.4348571428571428,0.68,0.29,-0.12,2.61,-0.37166666666666665,-0.125,0.065,0.9299999999999999
Cozy Dolan,dolanco01,830,-8.23,-5.79,-6.07,3.2600000000000002,152,-0.06,0.17,0,1.67,-1.6063373493975905,-1.1300963855421688,-1.1847469879518073,0.6362891566265061,-1.15,-0.87,-0.9299999999999999,0.66,-0.8,-0.54,-0.71,0.58
Cozy Dolan,dolanco02,379,-2.03,-0.52,-2.08,2.48,126,0.28,0.81,0.07,1.4,-0.8677044854881265,-0.22226912928759893,-0.8890765171503957,1.0600527704485487,-0.2,-0.09,-0.55,1.4,-0.29,-0.07428571428571429,-0.29714285714285715,0.35428571428571426
Craig Biggio,biggicr01,2850,29.12,39.8,-2.93,65.52,162,7.32,5.48,2.27,9.38,1.655242105263158,2.2623157894736843,-0.16654736842105264,3.724294736842105,1.26,2.43,-0.2,3.25,4.02,3.9885714285714284,0.49142857142857144,5.974285714285714
Craig Counsell,counscr01,1624,5.87,-8.43,18.78,22.37,150,3.56,0.48,3.47,5.51,0.5855541871921183,-0.840923645320197,1.8733743842364532,2.2314901477832514,0.08,-0.88,1.35,1.7,1.082857142857143,-0.2857142857142857,1.73,2.484285714285714
Craig Gentry,gentrcr01,601,4.81,-0.8800000000000001,5.47,9.71,121,2.54,1.3,1.7,3.51,1.296539101497504,-0.23720465890183032,1.4744425956738767,2.617337770382696,1.73,0.21,1.7,2.7,0.8971428571428571,0.1142857142857143,0.7714285714285715,1.53
Craig Monroe,monrocr01,814,-6.6899999999999995,-6.18,-3.3600000000000003,3.62,157,0.86,0.87,0.23,2.54,-1.3314250614250613,-1.22992628992629,-0.6686977886977887,0.7204422604422605,-0.62,-0.62,-0.48,0.99,-0.36428571428571427,-0.30428571428571427,-0.37142857142857144,0.8042857142857143
Craig Paquette,paquecr01,814,-10.77,-9.35,-1.75,-1.62,134,0.15,-0.13,0.53,0.71,-2.1434152334152334,-1.8608108108108108,-0.34828009828009826,-0.3224078624078624,-1.09,-0.765,-0.56,0.09999999999999998,-0.5942857142857143,-0.65,0.02428571428571429,0.2342857142857143
Craig Reynolds,reynocr01,1491,-3.27,-4.4,8.85,13.32,148,1.1,1.54,1.9,3.06,-0.3552917505030181,-0.47806841046277665,0.9615694164989939,1.4472434607645874,-0.195,-0.595,1.07,1.595,0.1,-0.1925,1.07,1.70125
Craig Robinson,robincr01,292,-5.16,-3.89,0.14000000000000007,-2.6999999999999997,145,0.21000000000000002,0.06999999999999999,1.1,0.34,-2.8627397260273972,-2.158150684931507,0.07767123287671236,-1.497945205479452,-1.8,-2,1.1,-0.23,-0.86,-0.6483333333333333,0.023333333333333345,-0.44999999999999996
Craig Wilson,wilsocr03,698,-3.6,0.12000000000000005,-6.61,3.47,155,0.53,1.01,0,1.29,-0.8355300859598855,0.027851002865329526,-1.5341260744985676,0.8053581661891118,-1.04,-0.58,-1.42,0.26,-0.5142857142857142,0.01714285714285715,-0.9442857142857143,0.4957142857142857
Craig Worthington,worthcr01,393,-2.0700000000000003,-1.06,-0.25999999999999995,2.77,145,0.15,0.8,0.53,1.67,-0.8532824427480917,-0.43694656488549616,-0.10717557251908394,1.1418320610687023,-0.775,0.07500000000000001,-0.55,1.045,-0.2957142857142857,-0.15142857142857144,-0.03714285714285714,0.3957142857142857
Creepy Crespi,crespcr01,264,-1.04,-1.19,1.35,2.58,146,0.82,0.2,1.28,3.08,-0.6381818181818183,-0.7302272727272727,0.828409090909091,1.5831818181818182,0.82,0.2,1.28,3.08,-0.20800000000000002,-0.23800000000000002,0.27,0.516
Cristian Guzman,guzmacr01,1406,-6.46,-3.0300000000000002,3.79,12.57,156,2.95,2.16,1.87,4.76,-0.7443243243243243,-0.34911806543385493,0.43668563300142244,1.4483214793741108,-0.8400000000000001,-0.655,0.43,1.325,0.51,0.4085714285714286,0.7828571428571429,2.317142857142857
Cub Stricker,striccu01,1196,-14.95,-7.65,-4.8,-1.8599999999999999,139,-0.22,0.56,0.81,0.96,-2.025,-1.0362040133779264,-0.6501672240802675,-0.25193979933110366,-1.14,-0.83,-0.25,0.58,-0.9685714285714285,-0.6142857142857143,-0.10142857142857142,0.3842857142857143
Cupid Childs,childcu01,1457,22.26,20.990000000000002,3.96,44.26,145,4.93,5.07,1.35,7.08,2.47503088538092,2.3338229238160606,0.4403019903912148,4.921153054221001,2,2.505,0.42000000000000004,4.05,3.1942857142857144,3.0414285714285714,0.41285714285714287,5.114285714285714
