name_common,player_ID,G_tot,WAA_tot,WAA_off_tot,WAA_def_tot,WAR_tot,G_best,WAA_best,WAA_off_best,WAA_def_best,WAR_best,WAA_p162,WAA_off_p162,WAA_def_p162,WAR_p162,WAA_med,WAA_off_med,WAA_def_med,WAR_med,WAA_t7,WAA_off_t7,WAA_def_t7,WAR_t7
Cecil Cooper,coopece01,1896,10.290000000000001,9.22,-9.76,35.98,160,4.74,3.95,0.16,6.81,0.8792088607594937,0.7877848101265823,-0.8339240506329113,3.0742405063291134,0.33,-0.13,-0.87,2.3449999999999998,2.31,2.202857142857143,-0.6371428571428571,4.288571428571428
Cecil Espy,espyce01,546,-2.9,-3.7800000000000002,0.45999999999999996,1.58,142,0.11,0.04,0.97,1.6,-0.8604395604395605,-1.1215384615384616,0.13648351648351648,0.46879120879120884,-0.18,-0.7150000000000001,0.54,1.3050000000000002,-0.22857142857142856,-0.44571428571428573,0.19,0.32142857142857145
Cecil Fielder,fieldce01,1470,-3.0399999999999996,0.05000000000000002,-12.08,17.22,162,4.21,4.28,0.12,6.54,-0.3350204081632652,0.005510204081632655,-1.3312653061224489,1.8977142857142855,-0.485,-0.0050000000000000044,-1.2,1.815,0.67,0.6142857142857143,-0.6971428571428572,2.487142857142857
Cecil Travis,travice01,1328,11.469999999999999,11.43,5.13,29.54,152,4.27,5.08,1.54,6.43,1.3992018072289154,1.3943222891566263,0.6257981927710843,3.6035240963855415,1.5299999999999998,1.32,0.435,3.57,2.0514285714285716,1.91,0.7357142857142858,4.0442857142857145
Cesar Cedeno,cedence01,2006,26.18,26.67,-4.25,52.81,161,6.17,5.75,0.94,8.01,2.114237288135593,2.1538085742771687,-0.3432203389830508,4.26481555333998,3.045,2.84,-0.05,4.97,3.9914285714285715,3.7157142857142857,0.21428571428571427,5.91
Cesar Geronimo,geronce01,1522,-0.5500000000000002,-7.88,5.8,12.93,150,2.56,1.58,2.75,4.21,-0.058541392904073605,-0.8387385019710907,0.6173455978975033,1.3762549277266753,-0.5,-0.7050000000000001,0.435,0.6100000000000001,0.59,-0.3628571428571428,0.8328571428571429,1.9185714285714286
Cesar Gutierrez,gutiece01,223,-3.98,-2.17,-0.71,-1.85,135,-0.05,-0.15,0.25,0.25,-2.8913004484304934,-1.5764125560538118,-0.5157847533632287,-1.3439461883408073,-3.59,-1.59,-1.19,-1.99,-0.995,-0.5425,-0.1775,-0.4625
Cesar Hernandez,hernace02,671,-0.2100000000000002,2.89,-1.43,7.8100000000000005,161,1.45,1.55,0.78,3.2,-0.05070044709388976,0.6977347242921014,-0.3452459016393442,1.8855737704918034,0.485,0.76,-0.115,2.245,-0.03500000000000003,0.4816666666666667,-0.23833333333333334,1.3016666666666667
Cesar Izturis,izturce01,1310,-8.17,-15.4,13.22,6.42,159,1.74,0.26,2.29,3.82,-1.0103358778625955,-1.9044274809160306,1.6348396946564887,0.7939236641221374,-1.58,-2.34,1.6,0.29,-0.20285714285714287,-1.1071428571428572,1.4714285714285715,1.1557142857142857
Cesar Tovar,tovarce01,1488,7.659999999999999,5.71,0.03999999999999995,28.18,164,2.58,2.01,1.84,4.74,0.8339516129032257,0.6216532258064517,0.004354838709677414,3.067983870967742,1.18,1.03,-0.05,3.41,1.5442857142857143,0.9828571428571429,0.35714285714285715,3.697142857142857
Chad Allen,allench01,267,-4.93,-4.25,-1.74,-1.68,137,-0.07,-0.13,0.15,0.01,-2.9912359550561796,-2.5786516853932584,-1.0557303370786517,-1.0193258426966292,-2.66,-1.76,-1.31,-0.83,-0.7042857142857143,-0.6071428571428572,-0.24857142857142858,-0.24
Chad Curtis,curtich01,1204,-1.85,-0.04000000000000006,-1.9400000000000002,14.03,152,0.54,0.86,1.17,2.5,-0.2489202657807309,-0.00538205980066446,-0.26102990033222595,1.8877574750830564,0.03,0.21,-0.15000000000000002,1.83,-0.08,0.09285714285714285,-0.07714285714285717,1.8114285714285714
Chad Tracy,tracych01,938,-3.71,-4.58,-0.5,5.3100000000000005,154,1.95,1.37,1.53,3.64,-0.6407462686567165,-0.7910021321961621,-0.08635394456289978,0.9170788912579958,0.23,-0.07,-0.1,1.84,-0.13,-0.30428571428571427,0.04714285714285714,0.9700000000000001
Champ Summers,summech01,698,-2.17,0.5199999999999999,-4.96,3.01,120,1.06,2.05,0.1,2.27,-0.5036389684813753,0.12068767908309455,-1.1511747851002867,0.698595988538682,0.86,1.31,-1.19,2.15,0.0028571428571428597,0.34714285714285714,-0.6214285714285714,0.6157142857142857
Chappy Charles,charlch01,237,-5.470000000000001,-2.33,-2.42,-2.23,121,-0.25,-0.14,-0.08,-0.21,-3.738987341772152,-1.5926582278481012,-1.6541772151898733,-1.5243037974683544,-2.99,-1.91,-0.66,-1.25,-1.8233333333333335,-0.7766666666666666,-0.8066666666666666,-0.7433333333333333
Charles Johnson,johnsch04,1188,8.79,1.86,13.82,22.61,135,3.3899999999999997,3.12,2.66,5.0600000000000005,1.1986363636363635,0.25363636363636366,1.8845454545454547,3.083181818181818,1.145,0.42,1.565,2.75,1.4642857142857142,0.6971428571428572,1.4742857142857142,2.91
Charles Moran,moranch01,269,-3.17,-2.34,0.76,1.1500000000000001,144,-0.38,-0.26,0.62,1.26,-1.9090706319702602,-1.4092193308550185,0.4576951672862453,0.6925650557620818,-2.1,-1.76,0.48,0.18000000000000002,-1.0566666666666666,-0.78,0.2533333333333333,0.38333333333333336
Charley Bassett,bassech01,917,-3.0100000000000002,-7.33,7.34,10.36,130,0.86,0.88,1.83,2.82,-0.5317557251908398,-1.294940021810251,1.2967066521264994,1.8302290076335876,-0.24,-0.16,1,1.72,-0.13571428571428573,-0.6614285714285715,0.8985714285714286,1.57
Charley Jones,jonesch01,894,15.59,13.84,-2.6,26.5,127,3.19,2.75,0.43,4.48,2.82503355704698,2.5079194630872483,-0.47114093959731546,4.802013422818792,0.92,0.9,-0.71,2.2,2.192857142857143,1.7228571428571429,0.02142857142857143,3.2842857142857143
Charley O'Leary,o'leach01,955,-13.440000000000001,-8.82,1.17,0.2400000000000001,148,0.04,0.38,0.81,1.61,-2.2798743455497386,-1.4961675392670157,0.19847120418848166,0.04071204188481677,-2.45,-1.3,0.32,-0.4,-0.5085714285714286,-0.31714285714285717,0.19714285714285715,0.4957142857142857
Charley Smith,smithch04,771,-5.01,-4.55,1.3299999999999998,4.9,135,0.1,0.07999999999999999,1.14,2.05,-1.0526848249027236,-0.9560311284046692,0.2794552529182879,1.0295719844357978,-0.67,-0.685,0.11499999999999999,1.05,-0.42000000000000004,-0.35285714285714287,0.17285714285714285,0.89
Charlie Abbey,abbeych01,452,-4.84,-4.14,-2.63,1.78,133,0.24,0.02,-0.09,2.19,-1.7346902654867256,-1.4838053097345132,-0.9426106194690266,0.6379646017699115,-0.9149999999999999,-0.8049999999999999,-0.625,1.03,-0.968,-0.828,-0.526,0.356
Charlie Babb,babbch01,347,-0.51,1.27,0.4700000000000001,4,151,1.02,1.7,0.64,2.99,-0.2380979827089337,0.5929106628242075,0.21942363112391933,1.8674351585014408,0.5,0.9299999999999999,0.5800000000000001,2.295,-0.16999999999999998,0.42333333333333334,0.1566666666666667,1.3333333333333335
Charlie Blackmon,blackch02,920,4.38,9.32,-4.29,16.07,159,3.92,4.44,0.42,6,0.7712608695652173,1.6411304347826086,-0.7554130434782609,2.8297173913043476,0.36,1.85,-0.18,2.45,0.7714285714285715,1.4485714285714286,-0.5671428571428572,2.3971428571428572
Charlie Carr,carrch01,507,-5.21,-6.75,-0.23,1.75,135,0.49,-0.14,0.49,2.75,-1.6647337278106509,-2.1568047337278107,-0.07349112426035503,0.5591715976331361,-0.985,-1.5399999999999998,0.095,1.18,-0.7442857142857142,-0.9642857142857142,-0.032857142857142856,0.25
Charlie Comiskey,comisch01,1390,-7.46,-11.81,4.58,7.67,141,1.57,0.9,1.34,2.7,-0.8694388489208633,-1.3764172661870504,0.5337841726618705,0.8939136690647482,-0.615,-0.99,0.445,0.815,0.36142857142857143,-0.27714285714285714,0.6457142857142857,1.5142857142857142
Charlie Deal,dealch01,851,-3.66,-5.7,5.33,6.72,135,1.56,0.94,0.86,2.8,-0.6967332549941246,-1.0850763807285546,1.014641598119859,1.2792479435957698,-1.3,-1.44,0.66,0.36,-0.09,-0.36714285714285716,0.6157142857142858,1.0014285714285713
Charlie Dexter,dextech01,774,-8.19,-5.53,-3.2399999999999998,2.94,123,0.36,0.53,0.34,2.01,-1.7141860465116279,-1.1574418604651164,-0.6781395348837209,0.6153488372093023,-1.85,-1.18,-0.85,-0.13,-1.0757142857142856,-0.6571428571428571,-0.5114285714285715,0.44857142857142857
Charlie Duffee,duffech01,508,0.42000000000000004,-1.8900000000000001,0.26999999999999996,6.22,137,1.85,1.21,0.21,3.32,0.13393700787401575,-0.6027165354330709,0.08610236220472439,1.983543307086614,-0.03,-0.7,0.06,1.86,0.084,-0.378,0.054,1.244
Charlie Gehringer,gehrich01,2323,45.43,42.43,10.7,80.67,155,5.97,5.03,2.28,8.43,3.168170469220835,2.958958243650452,0.7461902712010331,5.625716745587602,3.04,3.04,0.87,5.455,4.8028571428571425,4.152857142857143,1.1585714285714286,7.22
Charlie Gelbert,gelbech01,876,-1.09,-3.01,6.63,9.19,146,1.95,0.78,2.08,3.59,-0.20157534246575343,-0.5566438356164383,1.226095890410959,1.6995205479452054,0.13999999999999999,-0.06,1.455,1.84,0.22857142857142856,-0.09714285714285713,0.9114285714285715,1.457142857142857
Charlie Grimm,grimmch01,2166,-14.56,-15.69,-8.22,13.4,154,1.61,1.5,0.43,3.55,-1.0889750692520777,-1.1734903047091412,-0.6147922437673131,1.0022160664819946,-1.1800000000000002,-0.75,-0.6699999999999999,0.675,0.16142857142857145,0.10142857142857142,-0.5114285714285715,1.8857142857142857
Charlie Hanford,hanfoch01,232,1.46,0.26,0.45000000000000007,2.69,155,2.1,0.92,0.68,3.02,1.0194827586206896,0.18155172413793105,0.31422413793103454,1.8783620689655174,2.1,0.92,0.68,3.02,0.73,0.13,0.22500000000000003,1.345
Charlie Hayes,hayesch01,1547,-7.66,-9.5,2.75,10.53,157,1.41,0.98,0.81,3.3,-0.8021460892049127,-0.9948287007110537,0.2879767291531997,1.102689075630252,-0.64,-1.17,0.59,1.22,-0.022857142857142874,-0.32,0.3985714285714286,1.6099999999999999
Charlie Hemphill,hemphch01,1242,-3.06,-0.8300000000000001,-7.34,16.17,154,2.06,2.21,-0.1,4.53,-0.3991304347826087,-0.1082608695652174,-0.957391304347826,2.109130434782609,0.5599999999999999,0.8,-0.5,2.48,0.34714285714285714,0.47285714285714286,-0.6085714285714285,2.3057142857142856
Charlie Hickman,hickmch01,1081,7.4399999999999995,12.34,-7.21,23.11,147,3.15,3.48,0,5.09,1.114967622571693,1.8492876965772433,-1.08049953746531,3.4632932469935245,1.005,1.775,-1.0150000000000001,3.1500000000000004,1.1428571428571428,1.7428571428571429,-0.8757142857142857,3.0242857142857145
Charlie Hollocher,holloch01,760,12.92,9.38,9.15,23.23,152,3.27,3.47,2.06,4.99,2.7539999999999996,1.999421052631579,1.950394736842105,4.951657894736842,2.9,2.19,1.58,4.91,1.8457142857142856,1.34,1.3071428571428572,3.3185714285714285
Charlie Irwin,irwinch01,991,-5.25,-4.7,2.94,9.15,136,1.1,0.94,1,3.02,-0.8582240161453077,-0.7683148335015136,0.4806054490413723,1.4957618567103936,-0.535,-0.74,0.505,1.3199999999999998,-0.23428571428571426,-0.32,0.46714285714285714,1.3571428571428572
Charlie James,jamesch01,510,-7.26,-9.25,-0.12999999999999998,-1.53,129,-0.49,-0.56,0.2,0.96,-2.3061176470588234,-2.938235294117647,-0.041294117647058814,-0.486,-1.57,-2.29,0.18,-0.03,-1.21,-1.5416666666666667,-0.021666666666666664,-0.255
Charlie Jamieson,jamiech01,1779,-3.7100000000000004,-5.3500000000000005,-6,23.24,152,2.6,2.25,0.13,5.13,-0.337841483979764,-0.4871838111298483,-0.5463743676222598,2.1162900505902194,0.39,-0.02,-0.29,2.69,0.6914285714285714,0.35428571428571426,-0.27,2.9314285714285715
Charlie Jones,jonesch03,483,-4.24,-4.14,-1.76,3.32,142,-0.01,0.31,0.46,1.67,-1.4221118012422362,-1.3885714285714286,-0.5903105590062112,1.1135403726708075,-1.01,-0.58,-0.84,1.1,-0.7066666666666667,-0.6900000000000001,-0.29333333333333333,0.5533333333333333
Charlie Keller,kellech01,1170,29.14,25.15,-0.86,43.06,152,4.92,4.51,0.22,6.69,4.034769230769231,3.482307692307692,-0.11907692307692308,5.962153846153846,4.65,3.87,-0.06,6.64,3.8485714285714288,3.282857142857143,-0.014285714285714287,5.521428571428571
Charlie Maxwell,maxwech01,1133,7.93,4.38,-0.8899999999999999,19.57,145,4.1,3.39,0.75,5.85,1.133857016769638,0.6262665489849956,-0.1272550750220653,2.798181818181818,0.94,0.61,-0.19,2.86,1.4428571428571428,0.9342857142857143,-0.034285714285714274,2.8657142857142857
Charlie Moore,moorech02,1334,-4.51,-1.4400000000000002,1.43,10.3,151,0.73,0.95,1.07,1.98,-0.5476911544227886,-0.17487256371814094,0.17365817091454272,1.250824587706147,-0.58,-0.41,-0.04,0.99,0.16714285714285715,0.1614285714285714,0.27999999999999997,1.35
Charlie Neal,nealch01,970,-4.07,0.4900000000000001,-0.89,10.18,151,1.96,1.54,0.99,4.42,-0.6797319587628866,0.08183505154639177,-0.14863917525773196,1.700164948453608,-0.02,0.76,-0.18,2.06,-0.22571428571428576,0.27142857142857146,-0.01285714285714285,1.6028571428571428
Charlie Pick,pickch01,367,-0.72,0.22999999999999998,-0.11999999999999998,4.32,121,0.81,0.7,0.29,1.48,-0.31782016348773845,0.1015258855585831,-0.0529700272479564,1.9069209809264307,-1.26,-0.23,-0.6,0.51,-0.12,0.03833333333333333,-0.019999999999999997,0.72
Charlie Reilly,reillch02,642,-1.71,-4.83,5.04,6.7700000000000005,137,2.63,0.56,2.68,4.11,-0.43149532710280375,-1.218785046728972,1.2717757009345796,1.708317757009346,2.63,0.39,2.68,4.11,-0.007142857142857141,-0.39428571428571424,0.6342857142857143,1.0257142857142858
Charlie Spikes,spikech01,670,-7.39,-4.29,-5.37,0.3600000000000001,155,-0.11,0.36,0,1.58,-1.7868358208955224,-1.0372835820895523,-1.2984179104477613,0.08704477611940302,-1.145,-0.35500000000000004,-1.4,0.89,-0.8585714285714285,-0.48714285714285716,-0.6757142857142857,0.1742857142857143
Chase Headley,headlch01,1436,7.6,6.7700000000000005,2.0100000000000002,26.07,161,4.3,4.48,1.77,6.35,0.8573816155988857,0.7637465181058496,0.2267548746518106,2.9410445682451254,1.15,0.34,0.42000000000000004,3.0300000000000002,1.6057142857142856,1.152857142857143,0.6771428571428572,3.4628571428571426
Chase Utley,utleych01,1937,41.72,27.58,18.25,65.37,160,6.96,4.92,3.54,9.04,3.4892307692307694,2.306639132679401,1.5263293753226639,5.467186370676305,5.19,2.98,1.64,7.26,5.228571428571429,3.3914285714285715,2.177142857142857,7.037142857142857
Cheslor Cuthbert,cuthbch01,235,-3.37,-2.29,-0.8,-0.49,128,0.12,-0.2,0.35,0.29,-2.3231489361702127,-1.5786382978723406,-0.5514893617021277,-0.3377872340425532,-1.82,-0.59,-0.9,-0.04,-0.8425,-0.5725,-0.2,-0.1225
Chet Chadbourne,chadbch01,347,-1.54,-2.01,-1.03,0.9700000000000001,152,0.26,0.09,0.13,1.12,-0.7189625360230547,-0.9383861671469739,-0.48086455331412103,0.45285302593659943,-0.645,-0.95,-0.38,0.26500000000000007,-0.308,-0.402,-0.206,0.19400000000000003
Chet Laabs,laabsch01,950,-0.1400000000000002,1.21,-4.31,10.76,151,2.03,2.46,-0.05,3.75,-0.02387368421052635,0.20633684210526315,-0.7349684210526315,1.8348631578947368,1.1099999999999999,1.375,-0.885,2.915,0.4171428571428571,0.5685714285714286,-0.5128571428571429,1.6628571428571428
Chet Lemon,lemonch01,1988,29.740000000000002,20.61,9.01,55.6,150,4.39,2.74,2.38,6.23,2.4234808853118714,1.679486921529175,0.734215291750503,4.530784708249497,2.115,1.525,0.5750000000000001,3.9050000000000002,3.5214285714285714,2.3085714285714287,1.3257142857142856,5.315714285714286
Chet Ross,rossch01,413,-1.8099999999999998,-2.44,-1.08,3.1399999999999997,149,1.36,1.21,0.05,3.63,-0.7099757869249393,-0.957094430992736,-0.42363196125907987,1.2316707021791766,1.36,1.21,-0.57,3.63,-0.30166666666666664,-0.4066666666666667,-0.18,0.5233333333333333
Chick Fullis,fullich01,590,-4.87,-2.77,-3.09,1.53,151,0.76,0.81,0,1.84,-1.337186440677966,-0.7605762711864407,-0.8484406779661016,0.42010169491525423,-1.14,-0.39,-0.96,1.02,-0.35428571428571426,-0.10714285714285714,-0.35428571428571426,0.4085714285714286
Chick Galloway,galloch01,1076,-17.74,-10.72,-0.52,-2.8099999999999996,155,0.22,1,0.98,2.65,-2.67089219330855,-1.6139776951672864,-0.07828996282527881,-0.4230669144981412,-2.39,-1.44,0.075,-0.42,-1.3742857142857143,-0.7785714285714286,0.11142857142857143,0.3028571428571429
Chick Gandil,gandich01,1147,0.6700000000000002,-3.83,0.1399999999999999,19.42,149,1.53,0.81,1.14,3.96,0.0946294681778553,-0.5409415867480384,0.019773321708805566,2.7428421970357455,0.86,-0.27,0.11,2.99,0.33,-0.23714285714285716,0.0557142857142857,2.5542857142857143
Chick Hafey,hafeych01,1283,13.77,15.03,-5.58,30.1,144,3.15,3.05,-0.11,4.99,1.7386905689789556,1.8977864380358533,-0.7045674201091192,3.80062353858145,2.315,2.475,-0.575,3.9450000000000003,2.162857142857143,2.2414285714285715,-0.5257142857142857,3.875714285714286
Chick Stahl,stahlch01,1304,11.2,9.39,-3.03,31.74,157,3.37,2.72,0.38,5.63,1.3914110429447852,1.1665490797546012,-0.3764263803680981,3.9431595092024536,1.415,1.1400000000000001,-0.09,3.5949999999999998,1.7428571428571429,1.5185714285714287,-0.27999999999999997,3.8771428571428572
Chicken Wolf,wolfji01,1196,6.18,3.93,-2.28,18.3,137,3.71,3.25,0.45,5.23,0.8370903010033445,0.5323244147157191,-0.3088294314381271,2.47876254180602,-0.135,-0.52,-0.2,1.165,1.237142857142857,0.9757142857142858,-0.15999999999999998,2.38
Chico Carrasquel,carrach01,1325,5.13,-1.56,14.5,21.18,155,3.21,1.09,3.13,5.32,0.6272150943396226,-0.1907320754716981,1.7728301886792452,2.589554716981132,1.4,0.36,1.92,3.2,1.4185714285714286,0.2742857142857143,2.0114285714285716,3.202857142857143
Chico Fernandez,fernach01,856,-12.79,-9.59,2.07,-2.25,149,-0.29,0.07,1.29,1.09,-2.4205373831775696,-1.8149299065420559,0.3917523364485981,-0.42581775700934577,-1.4,-1.4,0.45,0.11,-1.4485714285714286,-1.1742857142857144,0.42142857142857143,-0.05571428571428571
Chico Salmon,salmoch01,658,-5.07,-2.67,-2.25,1,126,0.22,0.44,0.68,0.97,-1.2482370820668693,-0.6573556231003039,-0.553951367781155,0.24620060790273554,-1.66,-0.31,-0.98,-0.13,-0.4014285714285714,-0.19428571428571428,-0.15285714285714283,0.36142857142857143
Chico Walker,walkech01,526,-6.54,-4.390000000000001,-2.41,-2.2399999999999998,126,0.43,0.32,0.1,1.29,-2.0142205323193916,-1.3520532319391636,-0.7422433460076046,-0.6898859315589353,-0.655,-0.375,-0.295,0.44000000000000006,-0.16,-0.09285714285714286,-0.08857142857142856,0.06857142857142857
Chief Meyers,meyerch01,992,13.72,13.39,6.61,24.05,134,3.23,3.41,1.1,4.61,2.2405645161290324,2.1866733870967745,1.0794556451612904,3.9275201612903228,2.27,2.22,0.81,3.61,1.8157142857142856,1.82,0.7457142857142858,3.0614285714285714
Chief Roseman,rosemch01,681,-2.81,-0.78,-5.2299999999999995,4.4799999999999995,134,1.61,1.97,-0.45,2.63,-0.6684581497797357,-0.18555066079295157,-1.2441409691629957,1.065726872246696,-1.48,-1.51,-0.71,-0.14,-0.4014285714285714,-0.11142857142857143,-0.7471428571428571,0.64
Chief Wilson,wilsoch01,1280,-2.92,-6.72,-2.85,13.34,155,1.99,1.4,0.14,4,-0.3695625,-0.8505,-0.360703125,1.68834375,-0.05,-0.925,-0.35,1.95,0.2942857142857143,-0.33285714285714285,-0.1257142857142857,2.1514285714285712
Chief Zimmer,zimmech01,1280,5.65,2.46,10.72,22.9,125,1.73,1.25,1.32,3.35,0.7150781250000001,0.31134375000000003,1.3567500000000001,2.89828125,-0.33,-0.56,1,1.44,0.8642857142857143,0.5428571428571428,0.9157142857142857,2.2671428571428573
Chili Davis,davisch01,2435,4.04,5.28,-14.14,38.23,158,3.25,3.27,0.97,5.13,0.26878028747433264,0.35127720739219714,-0.9407310061601644,2.5434332648870637,0.13,0.2,-0.915,2.12,1.5785714285714285,1.28,-0.43142857142857144,3.5314285714285716
Chipper Jones,jonesch06,2499,53.36,56.42,-0.9099999999999999,85.21,160,5.87,5.97,1.17,7.59,3.459111644657863,3.657478991596639,-0.058991596638655455,5.523817527010804,3.66,3.495,-0.03,5.705,4.731428571428571,4.827142857142857,0.06142857142857144,6.68
Chippy McGarr,mcgarch01,827,-8.93,-9.14,2.98,1.44,137,0.37,0.44,0.99,1.63,-1.749286577992745,-1.790423216444982,0.5837484885126965,0.28207980652962517,-1.07,-1.66,0.68,0.78,-0.7214285714285714,-0.7928571428571428,0.4157142857142857,0.4542857142857143
Chone Figgins,figgich01,1282,3.76,3.5000000000000004,3.0199999999999996,22.16,161,5.3,2.41,3.3,7.68,0.47513260530421214,0.44227769110764437,0.3816224648985959,2.8002496099843994,0.47,1.06,-0.14,2.7,1.2228571428571429,0.9671428571428572,0.5985714285714285,3.2157142857142857
Chris Brown,brownch02,449,0.09999999999999976,0.42000000000000015,0.18000000000000005,5.96,131,1.67,1.62,0.4,3.27,0.03608017817371929,0.15153674832962144,0.0649443207126949,2.150378619153675,1.2,1.1,0.23,2.88,0.016666666666666625,0.07000000000000003,0.030000000000000006,0.9933333333333333
Chris Burke,burkech01,477,-5.5,-4.77,-0.7999999999999999,-1.1600000000000001,123,-0.3,0.1,0.39,0.94,-1.8679245283018866,-1.6199999999999997,-0.2716981132075471,-0.39396226415094343,-0.3,0.1,-0.25,0.94,-0.9166666666666666,-0.7949999999999999,-0.13333333333333333,-0.19333333333333336
Chris Cannizzaro,cannich01,740,-1.5999999999999999,-3.48,5.87,6.3,134,0.98,0.59,1.8,2.3,-0.35027027027027025,-0.7618378378378379,1.285054054054054,1.3791891891891892,-1.41,-1.52,0.92,0.22,0.11285714285714288,-0.29285714285714287,0.8014285714285715,0.9328571428571428
Chris Carter,cartech02,750,-7.28,-4.08,-7.88,2.46,160,0.21,0.81,-0.11,2,-1.57248,-0.88128,-1.70208,0.5313599999999999,-1.31,-0.63,-1.4,0.675,-0.8314285714285714,-0.40428571428571425,-1.0571428571428572,0.45714285714285713
Chris Chambliss,chambch01,2175,-1.3699999999999999,-4.95,-7.89,27.509999999999998,162,1.82,0.98,0.23,4.13,-0.10204137931034482,-0.3686896551724138,-0.5876689655172413,2.049020689655172,0.06,-0.185,-0.46,2.155,0.7385714285714285,0.08857142857142856,-0.21571428571428572,2.9228571428571426
Chris Coghlan,coghlch01,801,-8.77,-2.61,-8.26,0.19,148,0.33,1.32,-0.18,1.92,-1.7737078651685392,-0.5278651685393257,-1.6705617977528089,0.03842696629213483,-0.61,0.68,-1.92,1.07,-0.6928571428571428,-0.05142857142857142,-0.9471428571428572,0.42142857142857143
Chris Davis,davisch02,1296,-3.1599999999999997,-0.9199999999999999,-8.79,15.17,160,4.16,4.8,0.35,6.46,-0.39499999999999996,-0.11499999999999999,-1.09875,1.89625,-0.18,0.23,-1.02,1.72,0.9557142857142857,1.0871428571428572,-0.7728571428571429,2.775714285714286
Chris Denorfia,denorch01,808,2.98,-1.56,1.6,10.47,144,2.43,0.66,1.28,4.1,0.5974752475247525,-0.3127722772277228,0.3207920792079208,2.099183168316832,1.27,0.49,-0.01,2.43,0.7485714285714286,0.11,0.34285714285714286,1.5457142857142856
Chris Duncan,duncach01,389,-1.14,-0.18000000000000008,-2.5,2.81,127,0.9,1.21,0,1.84,-0.4747557840616966,-0.07496143958868898,-1.0411311053984575,1.1702313624678664,0.14,0.46,-0.79,1.42,-0.228,-0.03600000000000001,-0.5,0.5619999999999999
Chris Gomez,gomezch02,1515,-18.419999999999998,-6.96,-5.41,-1.3800000000000003,150,0.07,0.57,0.56,1.65,-1.9696633663366336,-0.7442376237623762,-0.5784950495049506,-0.1475643564356436,-1.98,-0.42,-0.51,-0.32,-0.40285714285714286,-0.15285714285714286,0.08571428571428572,0.7028571428571428
Chris Heisey,heisech01,697,-1.52,-3.82,0.38,3.94,120,0.74,0.6,0.53,1.69,-0.3532855093256815,-0.8878622668579627,0.08832137733142037,0.9157532281205165,-0.09999999999999998,-0.04999999999999999,-0.36,0.945,-0.1,-0.41428571428571426,0.05285714285714286,0.6442857142857142
Chris Hoiles,hoilech01,894,11.92,11.52,5.25,23.49,127,4.98,4.51,1.35,6.78,2.16,2.08751677852349,0.9513422818791947,4.256577181208054,2.915,2.855,0.835,4.625,1.7314285714285715,1.5914285714285714,0.7771428571428571,3.1885714285714286
Chris James,jamesch02,946,-6.0200000000000005,-4.14,-6.05,5.029999999999999,150,1.48,0.8,0.27,2.8,-1.030909090909091,-0.7089640591966173,-1.036046511627907,0.8613742071881605,-1.42,-1.27,-1.23,0.71,0.3057142857142857,0.08857142857142859,-0.15857142857142856,1.3071428571428572
Chris Johnson,johnsch05,839,-10.18,-3.5500000000000003,-6.26,-0.8,153,0.41,1.3,-0.19,2.17,-1.9656257449344456,-0.6854588796185935,-1.2087246722288438,-0.15446960667461263,-0.65,0.28,-0.8099999999999999,0.96,-1.0042857142857142,-0.2885714285714286,-0.71,0.05571428571428571
Chris Lindsay,lindsch01,229,-5.27,-2.71,-3.4,-1.6,141,-0.92,-0.44,-0.85,0.54,-3.728122270742358,-1.917117903930131,-2.405240174672489,-1.1318777292576419,-4.35,-2.27,-2.55,-2.14,-2.635,-1.355,-1.7,-0.8
Chris Owings,owingch01,580,-3.4899999999999998,-4.52,2.63,3.19,147,0.73,0.16,1.03,1.8,-0.9747931034482759,-1.2624827586206895,0.7345862068965517,0.891,-2.59,-2.68,0.58,-0.84,-0.5816666666666667,-0.7533333333333333,0.43833333333333335,0.5316666666666667
Chris Richard,richach01,280,-1.75,-1.6,-1.22,1.7999999999999998,136,0.11,0.14,-0.09,2.05,-1.0125,-0.9257142857142858,-0.7058571428571428,1.0414285714285714,0.11,-0.19,-0.09,2.05,-0.35,-0.32,-0.24400000000000002,0.35999999999999993
Chris Sabo,saboch01,911,4.75,4.62,0.6600000000000001,16.61,153,3.07,2.84,2.43,5.1,0.844676180021954,0.8215587266739847,0.11736553238199783,2.9536992316136117,2.63,1.46,0.28500000000000003,4.635,0.9771428571428572,0.8171428571428572,0.26571428571428574,2.4857142857142858
Chris Singleton,singlch01,704,1.13,-1.61,3.99,9.7,147,2.94,0.79,2.41,4.79,0.2600284090909091,-0.3704829545454546,0.9181534090909091,2.2321022727272726,0.06,-0.39,0.78,1.83,0.1883333333333333,-0.26833333333333337,0.665,1.6166666666666667
Chris Speier,speiech01,2260,3.95,-0.7000000000000004,17.7,30.62,157,4.05,2.9,2.19,6.05,0.283141592920354,-0.05017699115044251,1.2687610619469025,2.1948849557522125,0.11,-0.095,1.275,2.125,1.3728571428571428,0.6542857142857142,1.5942857142857143,3.2142857142857144
Chris Stynes,stynech01,828,0.11000000000000007,-1.1500000000000001,1.61,8.15,138,1.79,1.41,1,2.52,0.021521739130434796,-0.22500000000000003,0.31500000000000006,1.5945652173913045,0.25,-0.33999999999999997,0.545,1.605,0.33,0.14857142857142855,0.22428571428571428,1.3
